DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date","dim_date.DATE_KEY, dim_time.TIME_KEY",NOT NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),pricing_contract_sk,STRING,NEW,"TO_HEX(SHA256(Account_SKU_Price_Rule.billing_account_price_id, Consumption_Model_Rule_Table.consumption_model_id_sk))","Account_SKU_Price_Rule, Consumption_Model_Rule_Table",,,PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Surrogate key for the pricing contract.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NOT NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),billing_account_price_id,STRING,Existing,billing_account_price_id,Account_SKU_Price_Rule,billing_account_price_id,VARCHAR2(255),PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,pk_acct_sku_price PRIMARY KEY (billing_account_price_id),Natural key for the price rule header.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),billing_account_id,STRING,Existing,billing_account_id,Account_SKU_Price_Rule,billing_account_id,VARCHAR2(255),PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Billing account ID.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),sku_id,STRING,Existing,sku_id,Account_SKU_Price_Rule,sku_id,VARCHAR2(255),PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,SKU ID associated with the price rule.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),pricing_as_of_time,TIMESTAMP,Existing,pricing_as_of_time,Account_SKU_Price_Rule,pricing_as_of_time,TIMESTAMP,PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Effective time of the pricing.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),currency_conversion_rate,BIGNUMERIC,Existing,currency_conversion_rate,Account_SKU_Price_Rule,currency_conversion_rate,"NUMBER(20,9)",PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Currency conversion rate. BQ prefers BIGNUMERIC.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),account_currency_code,STRING,Existing,account_currency_code,Account_SKU_Price_Rule,account_currency_code,VARCHAR2(10),PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Account currency code.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),price_reason,STRING,Existing,price_reason,Account_SKU_Price_Rule,price_reason,VARCHAR2(50),PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Reason for the price.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),discount_percent,BIGNUMERIC,Existing,discount_percent,Account_SKU_Price_Rule,discount_percent,"NUMBER(5,4)",PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Discount percentage. BQ prefers BIGNUMERIC.,,
DIM_PRICING_CONTRACT,PRICING,Contract/Discount Model,Dimension,SCD Type 2,"pricing_contract_sk, scd_start_date",,NULL (BQ non-enforced),PARTITION BY DATE(scd_start_date),No,"CLUSTER BY billing_account_price_id, consumption_model_id",0 (No Expiration),discount_percent_fixed_date,DATE,Existing,discount_percent_fixed_date,Account_SKU_Price_Rule,discount_percent_fixed_date,DATE,PRICING,Pricing Rule Header,Master Table,SCD Type 2,billing_account_price_id,-,,Fixed date for discount percentage.,,
